Timestamp,Open,High,Low,Close,Volume,Quote Asset Volume,Number of Trades,Taker Buy Asset Volume,Taker Quote Asset Volume
1587532080000,6855.69,6855.69,6852.42,6853.61,4.422049,30308.786521900005,136,1.726664,11834.43064544
1587532140000,6853.61,6854.8,6851.11,6852.7,11.015305,75490.12025675,114,7.859222999999999,53860.99381144
1587532200000,6852.72,6854.52,6850.56,6853.95,13.657748000000002,93577.03602342,136,6.19641,42455.18329665
1587532260000,6853.19,6855.0,6853.19,6854.43,3.996032,27389.10178631,74,2.100691,14398.3614837
1587532320000,6854.7,6856.9,6854.05,6854.86,6.553573,44925.71181221,186,3.3925650000000003,23256.9670384
1587532380000,6854.84,6857.46,6854.64,6856.71,4.897602,33576.11776108,121,2.8249880000000003,19366.87509527
1587532440000,6856.15,6857.75,6855.05,6855.94,6.2201309999999985,42644.43287423,143,3.616428,24793.86682314
1587532500000,6855.75,6857.34,6855.05,6855.12,4.139975,28381.29255932,126,0.939143,6438.62768742
1587532560000,6855.13,6859.66,6855.12,6858.01,13.110772,89907.27373671,245,11.721687,80381.32807721
1587532620000,6857.43,6858.58,6855.05,6856.59,10.61334,72778.50435158,177,7.146311,49006.12003206
1587532680000,6856.59,6859.54,6855.39,6857.8,6.026312,41325.21904895,135,2.693634,18472.40529764
1587532740000,6857.8,6859.95,6857.3,6857.82,8.995175,61690.53258478,80,2.604487,17864.03587835
1587532800000,6857.82,6859.57,6857.17,6858.14,6.2626269999999975,42949.82887904,81,3.918513,26874.30839358
1587532860000,6858.31,6859.35,6856.74,6857.37,5.563057,38151.85803512,122,2.647273,18155.52323974
1587532920000,6857.33,6859.58,6856.62,6857.26,15.786407,108255.0220525,152,4.902773000000002,33622.32405726
1587532980000,6857.26,6858.1,6853.6,6856.34,43.578905,298741.59883785,215,26.36720900000001,180753.43057547
1587533040000,6856.56,6856.56,6854.09,6855.19,10.932238,74945.32121442,125,3.024779,20735.8521232
1587533100000,6855.06,6856.22,6853.94,6854.8,15.690924,107561.66466987,182,8.723861,59805.5648939
1587533160000,6854.8,6858.22,6854.8,6858.07,28.455061,195112.10809783,215,23.543412,161437.76881317
1587533220000,6858.18,6864.51,6857.66,6862.74,57.234102,392660.56541375,390,31.027086,212871.53031766
1587533280000,6862.8,6866.0,6862.02,6864.11,22.343314000000003,153364.42641959,263,13.786569,94632.70296848
1587533340000,6863.92,6865.15,6860.07,6861.16,9.210142,63211.38609543,137,5.37942,36922.49267194
1587533400000,6860.36,6864.32,6858.36,6862.65,21.89888,150258.30834778,229,7.020148,48169.17539033
1587533460000,6863.63,6864.47,6860.0,6860.72,5.279448,36232.19128537,151,2.926814,20087.06693141
1587533520000,6860.72,6867.93,6860.72,6867.01,35.008298,240310.76246755,355,29.571144,202987.84849691
1587533580000,6867.02,6875.44,6866.68,6873.13,42.244442,290279.31303764,473,36.509512,250870.58614433
1587533640000,6873.13,6876.0,6873.09,6874.22,36.860506,253391.58586628,437,21.384751,147007.70045288
1587533700000,6874.05,6879.0,6873.57,6877.63,45.87520900000001,315454.17769223,516,28.882493,198604.68180675
1587533760000,6876.78,6878.12,6874.17,6876.21,22.386001,153922.71733597,221,11.903308,81844.97310933
1587533820000,6876.2,6878.68,6875.41,6878.17,25.702393,176761.22960213,209,21.638952,148815.78704353
1587533880000,6878.17,6882.27,6878.14,6880.31,29.012527,199626.35555764,506,14.004387,96354.46222465
1587533940000,6880.32,6882.3,6880.23,6881.01,17.387632,119644.42603142,269,8.893388999999997,61196.54757993
1587534000000,6881.01,6889.05,6881.01,6885.52,55.987317,385492.62481905,565,37.303215,256851.41932349
1587534060000,6885.52,6885.87,6880.46,6883.46,31.662491,217952.82985746,318,8.188716000000001,56369.3656184
1587534120000,6883.45,6886.11,6883.35,6883.36,22.772276,156783.25615761,223,13.46747,92725.16554412
1587534180000,6883.06,6883.45,6878.26,6879.77,16.999239000000006,116961.31953948,264,4.785673,32926.44768743
1587534240000,6879.19,6880.99,6876.64,6877.66,12.626095,86859.10194592,195,7.172627,49344.53659114
1587534300000,6877.7,6881.75,6876.18,6878.7,19.490662,134082.34495587,211,2.364692,16266.31631338
1587534360000,6878.49,6882.84,6877.15,6882.0,8.096395,55701.32977213,157,3.024727,20808.20557831
1587534420000,6882.0,6883.33,6880.61,6880.62,11.452015,78806.55485222,170,3.605154,24810.57155145
1587534480000,6880.61,6882.03,6879.88,6880.69,9.979199,68661.31659175,121,2.187466,15051.17854065
1587534540000,6880.62,6881.0,6878.26,6878.27,11.082538,76248.90986422,142,2.932821,20176.79954236
