Timestamp,Open,High,Low,Close,Volume,Quote Asset Volume,Number of Trades,Taker Buy Asset Volume,Taker Quote Asset Volume
1587533700000,15.2146,15.2226,15.212,15.2226,738.39,11235.511512000001,44.0,436.79,6647.158236
1587533760000,15.2209,15.2288,15.2209,15.2288,1392.24,21193.970846,33.0,288.76,4396.051367
1587533820000,15.2288,15.2372,15.2234,15.234000000000002,1315.83,20042.684791,61.0,617.07,9399.445247
1587533880000,15.232999999999999,15.2392,15.232999999999999,15.235,1191.78,18157.436233,50.0,227.19,3461.771343
1587533940000,15.2346,15.2423,15.2346,15.2377,1181.91,18009.328074,49.0,627.26,9558.509306
1587534000000,15.2397,15.25,15.2356,15.2496,2644.33,40309.072520999995,117.0,1198.8,18276.572409
1587534060000,15.2496,15.2515,15.235,15.2452,3515.63,53608.260877,85.0,1269.31,19355.059831
1587534120000,15.2464,15.2513,15.2429,15.2429,400.8,6111.438885000001,26.0,102.81,1567.9151789999999
1587534180000,15.2441,15.2467,15.237,15.2385,634.42,9669.029601,15.0,88.08,1342.798772
1587534240000,15.2359,15.2359,15.2279,15.234000000000002,1511.07,23019.99814,29.0,71.22,1085.098632
1587534300000,15.227,15.235,15.227,15.2303,1085.66,16535.426202000002,31.0,404.92,6168.152536
1587534360000,15.2316,15.2436,15.2316,15.2407,694.31,10577.787433,14.0,292.81,4460.594671
1587534420000,15.2438,15.2456,15.2385,15.2429,925.85,14112.119256,18.0,21.48,327.43821299999996
1587534480000,15.2419,15.2442,15.235,15.2362,5536.71,84362.717487,25.0,5137.79,78283.872397
1587534540000,15.2412,15.2412,15.235999999999999,15.235999999999999,427.37,6511.4638,5.0,10.74,163.68912
1587534600000,15.2393,15.2486,15.2393,15.2484,506.74,7723.744256999998,24.0,172.44,2628.6694260000004
1587534660000,15.2486,15.264000000000001,15.2486,15.2579,1700.55,25944.883819,69.0,740.36,11294.453217
1587534720000,15.264000000000001,15.3077,15.264000000000001,15.2988,6064.86,92742.17575,374.0,4316.95,66003.57083099999
1587534780000,15.2975,15.305,15.2878,15.2979,3186.3,48746.07419,88.0,1419.69,21721.358001
1587534840000,15.2987,15.2997,15.2755,15.2889,6059.82,92619.75218899999,81.0,3022.93,46191.168414
1587534900000,15.2843,15.295,15.2837,15.2926,745.77,11403.161322,26.0,333.97,5107.452407
1587534960000,15.2963,15.3079,15.2963,15.3056,3295.15,50422.406829,50.0,697.71,10674.253573
1587535020000,15.3005,15.3082,15.2992,15.3063,1123.3,17191.29167,30.0,722.45,11056.848729000001
1587535080000,15.3063,15.3077,15.2783,15.3024,3850.46,58907.995637,64.0,1357.76,20768.430585
1587535140000,15.2927,15.3073,15.2927,15.2969,692.13,10589.783935,28.0,95.84,1466.8771769999994
1587535200000,15.3045,15.31,15.3007,15.31,1119.06,17131.438612,51.0,960.98,14712.198028
1587535260000,15.3098,15.3098,15.2681,15.28,4616.19,70608.460708,79.0,2890.6,44209.913336
1587535320000,15.2716,15.3,15.2716,15.3,933.9,14279.40429,53.0,481.4,7362.092893999998
1587535380000,15.3,15.3075,15.2873,15.2876,1665.12,25476.429064,64.0,1322.02,20228.095207
1587535440000,15.2874,15.2936,15.2661,15.2848,1424.61,21768.964480000002,75.0,290.64,4439.010459
1587535500000,15.2857,15.2862,15.2661,15.2661,1701.85,25998.889571,91.0,527.82,8066.064431999999
1587535560000,15.2672,15.2746,15.2662,15.2705,910.49,13902.183047,23.0,223.79,3417.566068
1587535620000,15.2741,15.2792,15.27,15.2746,499.65,7632.237797,20.0,407.28,6221.031059
1587535680000,15.2709,15.28,15.2629,15.2638,1991.29,30408.025338,100.0,896.92,13699.231253
1587535740000,15.2629,15.269,15.2596,15.2666,2973.8,45389.78695,15.0,2563.03,39119.374422
1587535800000,15.2803,15.2833,15.2692,15.2787,332.25,5076.719886999998,25.0,173.58,2652.406628
1587535860000,15.2791,15.2842,15.2731,15.28,1046.95,15997.805594999998,67.0,197.29,3014.8494379999997
1587535920000,15.2816,15.2867,15.2806,15.2867,1824.9,27889.783014999997,32.0,1240.17,18954.252354
1587535980000,15.285,15.290999999999999,15.2821,15.290999999999999,635.55,9716.472187000001,21.0,218.44,3339.604907
1587536040000,15.2922,15.2922,15.285,15.2903,700.08,10703.181198,18.0,485.65,7425.50039
1587536100000,15.2924,15.3026,15.2924,15.2978,2298.94,35170.860779,62.0,1705.48,26091.910032
1587536160000,15.3015,15.3499,15.2946,15.3451,7182.22,110138.89358199999,248.0,4461.2,68391.318897
1587536220000,15.345,15.3527,15.335,15.335,4287.71,65797.73272,120.0,2552.48,39173.34877300001
